Year_Month,Topic,Words
r20160,8,"0.011*""note"" + 0.011*""p"" + 0.007*""review"" + 0.007*""demand"" + 0.006*""current"" + 0.005*""optimal"" + 0.005*""woodfords"" + 0.005*""made"" + 0.004*""thomas"" + 0.004*""paragraph"""
r20160,9,"0.016*""natural"" + 0.015*""bank"" + 0.008*""federal"" + 0.005*""neowicksellian"" + 0.004*""york"" + 0.004*""view"" + 0.004*""variable"" + 0.004*""elasticity"" + 0.004*""private"" + 0.004*""long"""
r20160,10,"0.013*""would"" + 0.009*""estimate"" + 0.008*""published"" + 0.007*""discussion"" + 0.005*""bound"" + 0.004*""expectation"" + 0.004*""measure"" + 0.004*""johnson"" + 0.004*""increase"" + 0.004*""second"""
r20160,11,"0.040*""rate"" + 0.026*""money"" + 0.006*""first"" + 0.006*""mwip"" + 0.005*""quantitative"" + 0.005*""lecture"" + 0.004*""whether"" + 0.004*""assumption"" + 0.004*""contribution"" + 0.004*""including"""
r20160,12,"0.026*""return"" + 0.007*""many"" + 0.006*""function"" + 0.006*""dynamic"" + 0.005*""stock"" + 0.005*""longrun"" + 0.004*""international"" + 0.004*""study"" + 0.004*""wealth"" + 0.004*""vide"""
r20160,13,"0.011*""inflation"" + 0.008*""approach"" + 0.007*""dsge"" + 0.006*""became"" + 0.005*""state"" + 0.005*""point"" + 0.004*""barro"" + 0.004*""time"" + 0.004*""political"" + 0.003*""volume"""
r20160,14,"0.015*""see"" + 0.011*""central"" + 0.010*""one"" + 0.010*""also"" + 0.009*""level"" + 0.008*""real"" + 0.008*""work"" + 0.005*""system"" + 0.005*""reason"" + 0.004*""ii"""
201608,0,"0.015*""rule"" + 0.015*""lower"" + 0.008*""issue"" + 0.007*""taylor"" + 0.006*""also"" + 0.006*""research"" + 0.006*""important"" + 0.005*""slow"" + 0.005*""way"" + 0.004*""close"""
201608,1,"0.037*""fund"" + 0.028*""return"" + 0.018*""monetary"" + 0.013*""level"" + 0.009*""ability"" + 0.007*""john"" + 0.006*""series"" + 0.004*""many"" + 0.004*""pay"" + 0.003*""participant"""
201608,2,"0.013*""productivity"" + 0.010*""unemployment"" + 0.008*""change"" + 0.007*""governor"" + 0.007*""respond"" + 0.007*""frbus"" + 0.007*""business"" + 0.006*""laubach"" + 0.005*""longerrun"" + 0.005*""williams"""
201608,3,"0.017*""recession"" + 0.017*""could"" + 0.013*""financial"" + 0.012*""system"" + 0.009*""washington"" + 0.008*""note"" + 0.007*""paper"" + 0.006*""sheet"" + 0.006*""pdf"" + 0.005*""used"""
201608,4,"0.046*""reserve"" + 0.011*""tool"" + 0.008*""june"" + 0.006*""part"" + 0.005*""relatively"" + 0.004*""additional"" + 0.004*""keep"" + 0.004*""normalization"" + 0.004*""using"" + 0.003*""institution"""
201608,5,"0.011*""effect"" + 0.008*""crisis"" + 0.006*""aggressive"" + 0.005*""fall"" + 0.005*""public"" + 0.005*""currently"" + 0.005*""facility"" + 0.005*""r"" + 0.004*""price"" + 0.004*""banking"""
201608,6,"0.042*""policy"" + 0.023*""see"" + 0.010*""board"" + 0.009*""past"" + 0.008*""point"" + 0.006*""likely"" + 0.005*""movement"" + 0.004*""natural"" + 0.004*""cut"" + 0.003*""november"""
201608,7,"0.084*""rate"" + 0.023*""percent"" + 0.019*""future"" + 0.012*""zero"" + 0.010*""may"" + 0.009*""real"" + 0.007*""longterm"" + 0.005*""reifschneider"" + 0.005*""increase"" + 0.005*""longer"""
201608,8,"0.017*""fomc"" + 0.011*""low"" + 0.008*""bound"" + 0.007*""international"" + 0.007*""term"" + 0.006*""august"" + 0.006*""david"" + 0.005*""security"" + 0.005*""even"" + 0.004*""remain"""
201608,9,"0.028*""text"" + 0.016*""would"" + 0.012*""bank"" + 0.009*""fed"" + 0.008*""simulation"" + 0.007*""central"" + 0.006*""well"" + 0.006*""longrun"" + 0.006*""labor"" + 0.006*""fomcs"""
201608,10,"0.015*""economy"" + 0.014*""market"" + 0.013*""shortterm"" + 0.009*""balance"" + 0.006*""working"" + 0.005*""new"" + 0.005*""three"" + 0.005*""ioer"" + 0.005*""plan"" + 0.004*""credit"""
201608,11,"0.017*""growth"" + 0.007*""effective"" + 0.007*""time"" + 0.007*""discussion"" + 0.005*""recent"" + 0.005*""policymakers"" + 0.005*""percentage"" + 0.005*""b"" + 0.005*""journal"" + 0.004*""activity"""
201608,12,"0.019*""asset"" + 0.011*""forward"" + 0.010*""model"" + 0.006*""treasury"" + 0.005*""slowdown"" + 0.005*""equilibrium"" + 0.004*""outlook"" + 0.004*""standard"" + 0.004*""available"" + 0.004*""however"""
201608,13,"0.013*""purchase"" + 0.013*""guidance"" + 0.012*""year"" + 0.010*""fiscal"" + 0.009*""vol"" + 0.008*""economics"" + 0.008*""le"" + 0.007*""toolkit"" + 0.005*""estimate"" + 0.005*""one"""
201608,14,"0.057*""federal"" + 0.038*""interest"" + 0.018*""inflation"" + 0.017*""economic"" + 0.013*""u"" + 0.011*""average"" + 0.011*""pp"" + 0.005*""decline"" + 0.005*""might"" + 0.004*""december"""
201702,0,"0.010*""since"" + 0.009*""governor"" + 0.008*""participation"" + 0.008*""u"" + 0.008*""chicago"" + 0.007*""outlook"" + 0.006*""stability"" + 0.005*""often"" + 0.005*""implication"" + 0.005*""language"""
201702,1,"0.025*""reserve"" + 0.017*""interest"" + 0.009*""output"" + 0.006*""potential"" + 0.006*""force"" + 0.006*""february"" + 0.006*""series"" + 0.005*""provides"" + 0.005*""maximum"" + 0.005*""information"""
201702,2,"0.012*""one"" + 0.011*""real"" + 0.010*""level"" + 0.010*""value"" + 0.010*""vol"" + 0.008*""economics"" + 0.006*""part"" + 0.006*""outcome"" + 0.006*""firstdifference"" + 0.005*""many"""
201702,3,"0.012*""forecast"" + 0.010*""frbus"" + 0.009*""speech"" + 0.008*""business"" + 0.007*""gdp"" + 0.005*""increase"" + 0.005*""june"" + 0.004*""april"" + 0.004*""econometric"" + 0.004*""work"""
201702,4,"0.016*""time"" + 0.010*""expectation"" + 0.008*""washington"" + 0.008*""projection"" + 0.008*""uncertainty"" + 0.007*""paper"" + 0.007*""using"" + 0.006*""h"" + 0.005*""current"" + 0.005*""boston"""
201702,5,"0.037*""return"" + 0.033*""see"" + 0.016*""board"" + 0.014*""change"" + 0.013*""growth"" + 0.008*""labor"" + 0.007*""expected"" + 0.007*""may"" + 0.005*""conference"" + 0.004*""set"""
201702,6,"0.037*""text"" + 0.011*""pp"" + 0.010*""prescription"" + 0.010*""objective"" + 0.009*""line"" + 0.009*""appropriate"" + 0.007*""fed"" + 0.006*""recent"" + 0.006*""shown"" + 0.005*""others"""
201702,7,"0.013*""new"" + 0.012*""year"" + 0.012*""r"" + 0.010*""participant"" + 0.009*""would"" + 0.008*""natural"" + 0.007*""analysis"" + 0.006*""longerterm"" + 0.006*""university"" + 0.005*""development"""
201702,8,"0.056*""rule"" + 0.016*""unemployment"" + 0.010*""meeting"" + 0.010*""york"" + 0.009*""optimal"" + 0.008*""show"" + 0.008*""individual"" + 0.007*""employment"" + 0.007*""system"" + 0.005*""president"""
201702,9,"0.033*""federal"" + 0.017*""percent"" + 0.011*""decision"" + 0.011*""sep"" + 0.009*""productivity"" + 0.007*""delivered"" + 0.006*""statement"" + 0.005*""member"" + 0.005*""simulation"" + 0.005*""approach"""
201702,10,"0.024*""inflation"" + 0.022*""bank"" + 0.011*""lower"" + 0.010*""pdf"" + 0.010*""financial"" + 0.008*""gap"" + 0.007*""williams"" + 0.007*""future"" + 0.006*""journal"" + 0.005*""job"""
201702,11,"0.024*""economic"" + 0.020*""fomc"" + 0.018*""estimate"" + 0.015*""path"" + 0.011*""fund"" + 0.009*""longerrun"" + 0.009*""december"" + 0.008*""policymakers"" + 0.006*""august"" + 0.005*""michael"""
201702,12,"0.055*""rate"" + 0.026*""model"" + 0.017*""committee"" + 0.010*""central"" + 0.007*""price"" + 0.007*""important"" + 0.007*""role"" + 0.007*""neutral"" + 0.005*""assessment"" + 0.004*""thought"""
201702,13,"0.086*""policy"" + 0.045*""monetary"" + 0.010*""taylor"" + 0.009*""staff"" + 0.008*""well"" + 0.007*""discussion"" + 0.006*""tealbook"" + 0.006*""zero"" + 0.006*""factor"" + 0.006*""b"""
201702,14,"0.020*""figure"" + 0.017*""economy"" + 0.015*""simple"" + 0.012*""also"" + 0.011*""john"" + 0.008*""decline"" + 0.007*""trend"" + 0.005*""point"" + 0.005*""macroeconomic"" + 0.004*""make"""
201706,0,"0.030*""bank"" + 0.027*""text"" + 0.014*""crisis"" + 0.013*""would"" + 0.012*""sheet"" + 0.012*""year"" + 0.009*""regulatory"" + 0.008*""leverage"" + 0.005*""sector"" + 0.005*""supervisory"""
201706,1,"0.042*""financial"" + 0.024*""also"" + 0.021*""rate"" + 0.020*""system"" + 0.019*""may"" + 0.013*""economic"" + 0.007*""meet"" + 0.006*""change"" + 0.006*""united"" + 0.004*""source"""
201706,2,"0.025*""ccps"" + 0.011*""banking"" + 0.009*""asset"" + 0.007*""estimate"" + 0.007*""framework"" + 0.006*""measure"" + 0.006*""effort"" + 0.006*""york"" + 0.006*""working"" + 0.005*""open"""
201706,3,"0.020*""credit"" + 0.013*""time"" + 0.012*""price"" + 0.008*""board"" + 0.008*""approach"" + 0.006*""progress"" + 0.006*""range"" + 0.005*""two"" + 0.005*""greater"" + 0.005*""testing"""
201706,4,"0.033*""market"" + 0.029*""reserve"" + 0.011*""security"" + 0.008*""cost"" + 0.008*""account"" + 0.007*""increase"" + 0.006*""involved"" + 0.005*""normalization"" + 0.004*""october"" + 0.004*""customer"""
201706,5,"0.010*""ccp"" + 0.008*""economy"" + 0.007*""plan"" + 0.007*""governor"" + 0.006*""pp"" + 0.006*""recent"" + 0.006*""figure"" + 0.006*""treasury"" + 0.005*""regulation"" + 0.005*""chicago"""
201706,6,"0.015*""fund"" + 0.009*""level"" + 0.007*""even"" + 0.006*""state"" + 0.005*""ratio"" + 0.005*""currency"" + 0.005*""global"" + 0.005*""intraday"" + 0.004*""rule"" + 0.004*""largest"""
201706,7,"0.034*""federal"" + 0.016*""central"" + 0.007*""loan"" + 0.007*""way"" + 0.006*""reduce"" + 0.006*""continue"" + 0.004*""key"" + 0.004*""settlement"" + 0.004*""following"" + 0.004*""relative"""
201706,8,"0.015*""see"" + 0.011*""percent"" + 0.009*""requirement"" + 0.007*""committed"" + 0.006*""flow"" + 0.006*""current"" + 0.005*""note"" + 0.004*""event"" + 0.004*""used"" + 0.004*""washington"""
201706,9,"0.033*""liquidity"" + 0.017*""balance"" + 0.012*""need"" + 0.010*""help"" + 0.009*""u"" + 0.008*""large"" + 0.007*""important"" + 0.007*""potential"" + 0.006*""fomc"" + 0.006*""work"""
201706,10,"0.030*""return"" + 0.012*""stress"" + 0.010*""housing"" + 0.009*""mortgage"" + 0.007*""view"" + 0.007*""many"" + 0.007*""effect"" + 0.006*""institution"" + 0.005*""fed"" + 0.005*""agency"""
201706,11,"0.011*""growth"" + 0.009*""example"" + 0.008*""one"" + 0.006*""labor"" + 0.006*""reform"" + 0.006*""government"" + 0.006*""interest"" + 0.005*""path"" + 0.005*""holding"" + 0.004*""look"""
201706,12,"0.030*""clearing"" + 0.018*""payment"" + 0.016*""member"" + 0.012*""capital"" + 0.012*""new"" + 0.009*""cash"" + 0.009*""could"" + 0.009*""firm"" + 0.006*""house"" + 0.006*""pfmi"""
201706,13,"0.031*""risk"" + 0.011*""stability"" + 0.011*""margin"" + 0.008*""default"" + 0.008*""call"" + 0.007*""make"" + 0.006*""vulnerability"" + 0.006*""including"" + 0.005*""set"" + 0.005*""process"""
201706,14,"0.019*""policy"" + 0.011*""committee"" + 0.008*""monetary"" + 0.006*""inflation"" + 0.006*""corporation"" + 0.006*""derivative"" + 0.005*""today"" + 0.005*""test"" + 0.005*""several"" + 0.005*""case"""
200802,0,"0.022*""monetary"" + 0.012*""may"" + 0.010*""pp"" + 0.010*""effect"" + 0.009*""output"" + 0.008*""lead"" + 0.007*""disruption"" + 0.006*""make"" + 0.005*""must"" + 0.005*""lower"""
200802,1,"0.008*""vol"" + 0.007*""even"" + 0.007*""borrower"" + 0.007*""u"" + 0.006*""part"" + 0.006*""better"" + 0.006*""term"" + 0.005*""take"" + 0.004*""past"" + 0.004*""decision"""
200802,2,"0.037*""financial"" + 0.017*""institution"" + 0.010*""estimate"" + 0.007*""year"" + 0.005*""investor"" + 0.004*""reflect"" + 0.003*""last"" + 0.003*""provide"" + 0.003*""proposed"" + 0.003*""review"""
200802,3,"0.039*""market"" + 0.014*""activity"" + 0.010*""information"" + 0.008*""liquidity"" + 0.007*""model"" + 0.006*""two"" + 0.006*""target"" + 0.006*""tool"" + 0.005*""subprime"" + 0.005*""balance"""
200802,4,"0.030*""federal"" + 0.023*""bank"" + 0.010*""level"" + 0.010*""employment"" + 0.007*""system"" + 0.007*""firm"" + 0.007*""shock"" + 0.006*""increase"" + 0.005*""response"" + 0.005*""expectation"""
200802,5,"0.030*""policy"" + 0.029*""price"" + 0.013*""consumer"" + 0.010*""also"" + 0.004*""large"" + 0.004*""basis"" + 0.004*""nominal"" + 0.004*""sustainable"" + 0.003*""performance"" + 0.003*""benefit"""
200802,6,"0.033*""economic"" + 0.011*""fund"" + 0.009*""stability"" + 0.007*""management"" + 0.006*""governor"" + 0.005*""case"" + 0.005*""percentage"" + 0.005*""foreclosure"" + 0.004*""press"" + 0.004*""unemployment"""
200802,7,"0.032*""rate"" + 0.012*""lending"" + 0.011*""time"" + 0.008*""point"" + 0.007*""central"" + 0.006*""first"" + 0.005*""although"" + 0.004*""lender"" + 0.004*""amount"" + 0.003*""back"""
200802,8,"0.017*""would"" + 0.010*""new"" + 0.008*""however"" + 0.008*""interest"" + 0.005*""might"" + 0.005*""need"" + 0.005*""often"" + 0.005*""bernanke"" + 0.004*""long"" + 0.004*""result"""
200802,9,"0.016*""economy"" + 0.016*""loan"" + 0.014*""growth"" + 0.008*""could"" + 0.006*""likely"" + 0.006*""example"" + 0.006*""important"" + 0.005*""high"" + 0.005*""potential"" + 0.005*""impact"""
200802,10,"0.015*""mortgage"" + 0.014*""loss"" + 0.006*""mishkin"" + 0.006*""higher"" + 0.006*""practice"" + 0.006*""well"" + 0.006*""natural"" + 0.006*""paper"" + 0.005*""open"" + 0.004*""product"""
200802,11,"0.042*""inflation"" + 0.023*""risk"" + 0.014*""stabilizing"" + 0.008*""good"" + 0.007*""help"" + 0.005*""change"" + 0.005*""around"" + 0.004*""maximum"" + 0.003*""set"" + 0.003*""therefore"""
200802,12,"0.022*""reserve"" + 0.011*""recent"" + 0.010*""return"" + 0.007*""one"" + 0.007*""debt"" + 0.007*""discount"" + 0.006*""incentive"" + 0.006*""business"" + 0.005*""window"" + 0.004*""billion"""
200802,13,"0.011*""decline"" + 0.007*""many"" + 0.007*""author"" + 0.006*""spread"" + 0.005*""headline"" + 0.005*""principle"" + 0.005*""real"" + 0.004*""frederic"" + 0.004*""individual"" + 0.004*""raise"""
200802,14,"0.528*""text"" + 0.010*""credit"" + 0.005*""problem"" + 0.004*""board"" + 0.004*""leveraged"" + 0.003*""security"" + 0.003*""core"" + 0.003*""thus"" + 0.003*""demand"" + 0.002*""role"""
200811,0,"0.058*""market"" + 0.020*""text"" + 0.019*""credit"" + 0.006*""liquidity"" + 0.005*""committee"" + 0.004*""clear"" + 0.003*""different"" + 0.003*""school"" + 0.003*""footing"" + 0.003*""subprime"""
200811,1,"0.009*""sector"" + 0.009*""recent"" + 0.008*""speech"" + 0.008*""period"" + 0.006*""must"" + 0.005*""household"" + 0.005*""future"" + 0.005*""united"" + 0.004*""speculative"" + 0.004*""among"""
200811,2,"0.090*""financial"" + 0.021*""return"" + 0.008*""global"" + 0.007*""firm"" + 0.006*""lending"" + 0.005*""broader"" + 0.005*""intermediation"" + 0.005*""economics"" + 0.004*""potential"" + 0.004*""official"""
200811,3,"0.013*""asset"" + 0.009*""effect"" + 0.009*""system"" + 0.008*""way"" + 0.005*""address"" + 0.005*""facilitate"" + 0.005*""group"" + 0.004*""strategy"" + 0.004*""prove"" + 0.004*""could"""
200811,4,"0.012*""reserve"" + 0.008*""help"" + 0.006*""remark"" + 0.005*""increase"" + 0.004*""condition"" + 0.004*""addition"" + 0.004*""circumstance"" + 0.004*""make"" + 0.003*""factor"" + 0.003*""staff"""
200811,5,"0.022*""action"" + 0.016*""stability"" + 0.013*""york"" + 0.008*""government"" + 0.006*""however"" + 0.006*""capital"" + 0.005*""shortterm"" + 0.004*""run"" + 0.004*""borrower"" + 0.004*""recovery"""
200811,6,"0.024*""price"" + 0.016*""bank"" + 0.011*""policymakers"" + 0.006*""activity"" + 0.005*""model"" + 0.005*""likely"" + 0.004*""support"" + 0.004*""expansion"" + 0.004*""volatility"" + 0.004*""using"""
200811,7,"0.015*""would"" + 0.014*""time"" + 0.012*""may"" + 0.010*""mortgage"" + 0.008*""finance"" + 0.005*""university"" + 0.005*""ability"" + 0.005*""problem"" + 0.004*""long"" + 0.004*""consistent"""
200811,8,"0.007*""might"" + 0.005*""board"" + 0.005*""th"" + 0.005*""large"" + 0.004*""contributed"" + 0.004*""relationship"" + 0.004*""low"" + 0.004*""balance"" + 0.003*""highly"" + 0.003*""predictable"""
200811,9,"0.014*""central"" + 0.012*""institution"" + 0.008*""state"" + 0.007*""crisis"" + 0.006*""cause"" + 0.006*""confidence"" + 0.005*""year"" + 0.005*""challenge"" + 0.004*""boom"" + 0.003*""forum"""
200811,10,"0.010*""many"" + 0.010*""also"" + 0.009*""even"" + 0.009*""warsh"" + 0.008*""business"" + 0.008*""view"" + 0.005*""prescription"" + 0.004*""process"" + 0.004*""perhaps"" + 0.004*""early"""
200811,11,"0.032*""new"" + 0.017*""bubble"" + 0.014*""risk"" + 0.012*""rate"" + 0.009*""take"" + 0.007*""growth"" + 0.007*""investor"" + 0.004*""find"" + 0.003*""patient"" + 0.003*""albany"""
200811,12,"0.017*""monetary"" + 0.017*""federal"" + 0.017*""participant"" + 0.015*""architecture"" + 0.012*""turmoil"" + 0.006*""response"" + 0.005*""past"" + 0.005*""funding"" + 0.004*""comprehensive"" + 0.003*""level"""
200811,13,"0.024*""housing"" + 0.010*""real"" + 0.009*""significant"" + 0.009*""development"" + 0.008*""instability"" + 0.007*""current"" + 0.006*""kevin"" + 0.004*""interest"" + 0.004*""example"" + 0.004*""value"""
200811,14,"0.037*""policy"" + 0.019*""economic"" + 0.017*""economy"" + 0.016*""see"" + 0.011*""house"" + 0.008*""delivered"" + 0.007*""private"" + 0.006*""fearful"" + 0.006*""fund"" + 0.006*""change"""
r20071,0,"0.015*""financial"" + 0.015*""fomc"" + 0.012*""macroeconomic"" + 0.008*""expectation"" + 0.007*""month"" + 0.006*""demand"" + 0.005*""drag"" + 0.005*""appeared"" + 0.005*""rather"" + 0.005*""le"""
r20071,1,"0.009*""also"" + 0.008*""time"" + 0.008*""uncertainty"" + 0.007*""product"" + 0.007*""energy"" + 0.006*""achieving"" + 0.006*""incremental"" + 0.006*""reduce"" + 0.005*""moving"" + 0.005*""looking"""
r20071,2,"0.021*""mortgage"" + 0.016*""likely"" + 0.011*""condition"" + 0.010*""subprime"" + 0.009*""september"" + 0.009*""consumer"" + 0.008*""information"" + 0.007*""investor"" + 0.007*""change"" + 0.007*""credit"""
r20071,3,"0.015*""rate"" + 0.011*""activity"" + 0.009*""meeting"" + 0.006*""percent"" + 0.005*""somewhat"" + 0.004*""back"" + 0.004*""approach"" + 0.004*""disruption"" + 0.004*""domestic"" + 0.004*""keep"""
r20071,4,"0.022*""price"" + 0.012*""data"" + 0.008*""spending"" + 0.007*""security"" + 0.007*""outcome"" + 0.007*""path"" + 0.006*""incoming"" + 0.006*""u"" + 0.006*""consequence"" + 0.004*""house"""
r20071,5,"0.013*""would"" + 0.007*""housing"" + 0.006*""backed"" + 0.006*""improve"" + 0.005*""greater"" + 0.005*""projection"" + 0.005*""began"" + 0.005*""get"" + 0.005*""associated"" + 0.005*""program"""
r20071,6,"0.014*""action"" + 0.012*""home"" + 0.011*""year"" + 0.008*""management"" + 0.006*""reset"" + 0.006*""development"" + 0.006*""future"" + 0.005*""rise"" + 0.005*""make"" + 0.005*""understanding"""
r20071,7,"0.030*""policy"" + 0.012*""growth"" + 0.007*""potential"" + 0.006*""better"" + 0.006*""pressure"" + 0.006*""first"" + 0.006*""although"" + 0.006*""target"" + 0.005*""reasonably"" + 0.005*""possibility"""
r20071,8,"0.027*""market"" + 0.019*""monetary"" + 0.010*""cost"" + 0.008*""policymakers"" + 0.008*""federal"" + 0.007*""current"" + 0.007*""borrower"" + 0.006*""recent"" + 0.006*""longer"" + 0.006*""could"""
r20071,9,"0.030*""risk"" + 0.025*""inflation"" + 0.012*""increase"" + 0.008*""may"" + 0.007*""committee"" + 0.006*""intended"" + 0.006*""course"" + 0.004*""effect"" + 0.003*""stability"" + 0.003*""drain"""
r20071,10,"0.009*""business"" + 0.009*""riskmanagement"" + 0.008*""additional"" + 0.007*""relatively"" + 0.007*""provide"" + 0.007*""balance"" + 0.006*""employment"" + 0.006*""view"" + 0.006*""tail"" + 0.005*""new"""
r20071,11,"0.010*""loan"" + 0.008*""moreover"" + 0.008*""adverse"" + 0.007*""well"" + 0.007*""benefit"" + 0.007*""two"" + 0.006*""example"" + 0.006*""household"" + 0.006*""part"" + 0.006*""probability"""
r20071,12,"0.017*""outlook"" + 0.016*""economy"" + 0.007*""overall"" + 0.006*""suggested"" + 0.005*""next"" + 0.005*""loss"" + 0.005*""patch"" + 0.004*""sense"" + 0.004*""continued"" + 0.004*""spread"""
r20071,13,"0.015*""term"" + 0.013*""october"" + 0.012*""decision"" + 0.008*""bank"" + 0.007*""framework"" + 0.006*""substantial"" + 0.006*""quarter"" + 0.006*""extent"" + 0.006*""given"" + 0.005*""heightened"""
r20071,14,"0.031*""economic"" + 0.008*""help"" + 0.007*""must"" + 0.007*""stance"" + 0.007*""sale"" + 0.006*""analytical"" + 0.006*""forecast"" + 0.005*""runup"" + 0.005*""oil"" + 0.005*""thinking"""
201406,0,"0.039*""federal"" + 0.033*""see"" + 0.013*""important"" + 0.013*""large"" + 0.008*""way"" + 0.008*""program"" + 0.006*""significant"" + 0.006*""exercise"" + 0.004*""today"" + 0.004*""economy"""
201406,1,"0.011*""would"" + 0.009*""committee"" + 0.006*""many"" + 0.006*""largest"" + 0.006*""continue"" + 0.006*""methodology"" + 0.006*""position"" + 0.005*""oversight"" + 0.005*""estimate"" + 0.004*""transparency"""
201406,2,"0.012*""planning"" + 0.011*""supervision"" + 0.010*""information"" + 0.009*""may"" + 0.009*""first"" + 0.009*""washington"" + 0.008*""companyrun"" + 0.008*""supervisor"" + 0.007*""soundness"" + 0.007*""independent"""
201406,3,"0.056*""stress"" + 0.026*""system"" + 0.025*""testing"" + 0.011*""guidance"" + 0.010*""governance"" + 0.009*""requirement"" + 0.008*""strong"" + 0.007*""one"" + 0.005*""design"" + 0.005*""although"""
201406,4,"0.046*""financial"" + 0.011*""also"" + 0.011*""management"" + 0.008*""policy"" + 0.007*""macroprudential"" + 0.006*""well"" + 0.006*""example"" + 0.005*""specific"" + 0.004*""additional"" + 0.004*""appetite"""
201406,5,"0.059*""capital"" + 0.019*""regulation"" + 0.016*""doddfrank"" + 0.009*""assessment"" + 0.007*""conduct"" + 0.005*""ensuring"" + 0.005*""might"" + 0.004*""duty"" + 0.004*""dynamic"" + 0.004*""certain"""
201406,6,"0.032*""test"" + 0.026*""ccar"" + 0.019*""scenario"" + 0.008*""interest"" + 0.008*""annual"" + 0.006*""objective"" + 0.005*""form"" + 0.005*""made"" + 0.005*""adverse"" + 0.005*""portfolio"""
201406,7,"0.063*""firm"" + 0.016*""corporate"" + 0.013*""asset"" + 0.008*""year"" + 0.008*""prudential"" + 0.006*""company"" + 0.006*""consolidated"" + 0.006*""range"" + 0.005*""sheet"" + 0.005*""systemic"""
201406,8,"0.017*""review"" + 0.016*""institution"" + 0.010*""shareholder"" + 0.007*""total"" + 0.007*""november"" + 0.006*""safety"" + 0.005*""reason"" + 0.005*""summary"" + 0.004*""focus"" + 0.004*""incentive"""
201406,9,"0.017*""process"" + 0.010*""banking"" + 0.010*""must"" + 0.007*""decision"" + 0.006*""rate"" + 0.006*""course"" + 0.006*""vol"" + 0.005*""greater"" + 0.005*""distribution"" + 0.005*""horizontal"""
201406,10,"0.032*""governor"" + 0.031*""risk"" + 0.027*""reserve"" + 0.016*""act"" + 0.008*""qualitative"" + 0.007*""crisis"" + 0.007*""single"" + 0.006*""time"" + 0.005*""balance"" + 0.004*""outside"""
201406,11,"0.022*""bank"" + 0.009*""market"" + 0.009*""loss"" + 0.008*""analysis"" + 0.008*""expectation"" + 0.006*""condition"" + 0.006*""adequacy"" + 0.006*""second"" + 0.005*""thus"" + 0.005*""new"""
201406,12,"0.037*""text"" + 0.012*""billion"" + 0.011*""plan"" + 0.009*""make"" + 0.008*""practice"" + 0.007*""point"" + 0.006*""march"" + 0.006*""change"" + 0.006*""riskmanagement"" + 0.005*""view"""
201406,13,"0.042*""board"" + 0.038*""return"" + 0.016*""pdf"" + 0.008*""activity"" + 0.008*""law"" + 0.007*""u"" + 0.007*""need"" + 0.007*""comprehensive"" + 0.005*""better"" + 0.005*""provide"""
201406,14,"0.047*""supervisory"" + 0.019*""regulatory"" + 0.016*""p"" + 0.009*""rule"" + 0.008*""element"" + 0.007*""measure"" + 0.007*""framework"" + 0.006*""since"" + 0.006*""result"" + 0.005*""level"""
201409,0,"0.031*""financial"" + 0.019*""policy"" + 0.015*""family"" + 0.007*""today"" + 0.006*""session"" + 0.006*""opportunity"" + 0.005*""include"" + 0.004*""point"" + 0.004*""regulatory"" + 0.003*""lending"""
201409,1,"0.024*""market"" + 0.021*""reserve"" + 0.010*""share"" + 0.008*""alternative"" + 0.007*""see"" + 0.007*""derivative"" + 0.006*""report"" + 0.005*""united"" + 0.005*""use"" + 0.005*""past"""
201409,2,"0.013*""crisis"" + 0.007*""important"" + 0.006*""including"" + 0.005*""given"" + 0.005*""particularly"" + 0.004*""smaller"" + 0.004*""may"" + 0.004*""underlying"" + 0.004*""price"" + 0.003*""liquid"""
201409,3,"0.041*""libor"" + 0.011*""risk"" + 0.010*""interest"" + 0.009*""many"" + 0.008*""transaction"" + 0.008*""work"" + 0.005*""public"" + 0.004*""affect"" + 0.004*""month"" + 0.004*""believe"""
201409,4,"0.016*""reference"" + 0.012*""system"" + 0.007*""participant"" + 0.006*""third"" + 0.005*""channel"" + 0.005*""economy"" + 0.005*""program"" + 0.005*""data"" + 0.004*""without"" + 0.004*""mentioned"""
201409,5,"0.018*""u"" + 0.017*""would"" + 0.012*""effect"" + 0.008*""banking"" + 0.008*""research"" + 0.005*""different"" + 0.005*""quite"" + 0.005*""another"" + 0.005*""review"" + 0.004*""activity"""
201409,6,"0.015*""year"" + 0.010*""borrowing"" + 0.010*""one"" + 0.010*""household"" + 0.010*""well"" + 0.007*""could"" + 0.007*""take"" + 0.006*""unsecured"" + 0.005*""continue"" + 0.004*""housing"""
201409,7,"0.015*""asset"" + 0.010*""small"" + 0.009*""monetary"" + 0.008*""income"" + 0.007*""survey"" + 0.007*""author"" + 0.005*""percent"" + 0.005*""robust"" + 0.005*""arrangement"" + 0.004*""lower"""
201409,8,"0.010*""need"" + 0.007*""meet"" + 0.006*""fsb"" + 0.006*""global"" + 0.006*""benchmark"" + 0.006*""term"" + 0.005*""principle"" + 0.005*""development"" + 0.005*""size"" + 0.004*""behavior"""
201409,9,"0.018*""paper"" + 0.009*""new"" + 0.008*""second"" + 0.008*""maturity"" + 0.007*""make"" + 0.006*""end"" + 0.005*""worth"" + 0.005*""credit"" + 0.005*""panel"" + 0.005*""corporation"""
